Identyfikator problemu,Opis,Stan,Ważność,Punkty scenariusza,Ścieżka projektu,Rodzaj lokalizacji,ŚCIEŻKA,Wiersz,Kolumna,Identyfikator zdarzenia,Link pomocy,Nazwa zestawu,Wersja zestawu,Klucz publiczny zestawu,Fragment kodu
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,89,12,T:System.Windows.Forms.Label,,,,,"this.label2.Size = new System.Drawing.Size(118, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,89,12,P:System.Windows.Forms.Control.Size,,,,,"this.label2.Size = new System.Drawing.Size(118, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,88,12,T:System.Windows.Forms.Label,,,,,"this.label2.Name = ""label2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,88,12,P:System.Windows.Forms.Control.Name,,,,,"this.label2.Name = ""label2"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,87,12,T:System.Windows.Forms.Label,,,,,"this.label2.Location = new System.Drawing.Point(13, 79);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,87,12,P:System.Windows.Forms.Control.Location,,,,,"this.label2.Location = new System.Drawing.Point(13, 79);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,86,12,T:System.Windows.Forms.Label,,,,,this.label2.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,86,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label2.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,82,12,T:System.Windows.Forms.Label,,,,,"this.label1.Text = ""Max pasmo wch."";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,82,12,P:System.Windows.Forms.Label.Text,,,,,"this.label1.Text = ""Max pasmo wch."";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,81,12,T:System.Windows.Forms.Label,,,,,this.label1.TabIndex = 5;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,81,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.label1.TabIndex = 5;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,80,12,T:System.Windows.Forms.Label,,,,,"this.label1.Size = new System.Drawing.Size(111, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,80,12,P:System.Windows.Forms.Control.Size,,,,,"this.label1.Size = new System.Drawing.Size(111, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,79,12,T:System.Windows.Forms.Label,,,,,"this.label1.Name = ""label1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,79,12,P:System.Windows.Forms.Control.Name,,,,,"this.label1.Name = ""label1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,78,12,T:System.Windows.Forms.Label,,,,,"this.label1.Location = new System.Drawing.Point(13, 47);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,78,12,P:System.Windows.Forms.Control.Location,,,,,"this.label1.Location = new System.Drawing.Point(13, 47);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,77,12,T:System.Windows.Forms.Label,,,,,this.label1.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,77,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.label1.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,73,12,T:System.Windows.Forms.Button,,,,,this.button1.Click += new System.EventHandler(this.button1_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,73,12,E:System.Windows.Forms.Control.Click,,,,,this.button1.Click += new System.EventHandler(this.button1_Click);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,72,12,T:System.Windows.Forms.Button,,,,,this.button1.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,72,12,P:System.Windows.Forms.ButtonBase.UseVisualStyleBackColor,,,,,this.button1.UseVisualStyleBackColor = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,71,12,T:System.Windows.Forms.Button,,,,,"this.button1.Text = ""OK"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,71,12,P:System.Windows.Forms.ButtonBase.Text,,,,,"this.button1.Text = ""OK"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,70,12,T:System.Windows.Forms.Button,,,,,this.button1.TabIndex = 4;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,70,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.button1.TabIndex = 4;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,69,12,T:System.Windows.Forms.Button,,,,,"this.button1.Size = new System.Drawing.Size(75, 23);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,69,12,P:System.Windows.Forms.Control.Size,,,,,"this.button1.Size = new System.Drawing.Size(75, 23);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,68,12,T:System.Windows.Forms.Button,,,,,"this.button1.Name = ""button1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,68,12,P:System.Windows.Forms.Control.Name,,,,,"this.button1.Name = ""button1"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,67,12,T:System.Windows.Forms.Button,,,,,"this.button1.Location = new System.Drawing.Point(103, 142);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,67,12,P:System.Windows.Forms.Control.Location,,,,,"this.button1.Location = new System.Drawing.Point(103, 142);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,63,12,T:System.Windows.Forms.ComboBox,,,,,this.cmbInterface.TabIndex = 2;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,63,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.cmbInterface.TabIndex = 2;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,62,12,T:System.Windows.Forms.ComboBox,,,,,"this.cmbInterface.Size = new System.Drawing.Size(248, 24);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,62,12,P:System.Windows.Forms.Control.Size,,,,,"this.cmbInterface.Size = new System.Drawing.Size(248, 24);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,61,12,T:System.Windows.Forms.ComboBox,,,,,"this.cmbInterface.Name = ""cmbInterface"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,61,12,P:System.Windows.Forms.Control.Name,,,,,"this.cmbInterface.Name = ""cmbInterface"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,60,12,T:System.Windows.Forms.Padding,,,,,this.cmbInterface.Margin = new System.Windows.Forms.Padding(4);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,60,12,M:System.Windows.Forms.Padding.#ctor(System.Int32),,,,,this.cmbInterface.Margin = new System.Windows.Forms.Padding(4);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,60,12,T:System.Windows.Forms.ComboBox,,,,,this.cmbInterface.Margin = new System.Windows.Forms.Padding(4);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,60,12,T:System.Windows.Forms.Padding,,,,,this.cmbInterface.Margin = new System.Windows.Forms.Padding(4);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,60,12,P:System.Windows.Forms.Control.Margin,,,,,this.cmbInterface.Margin = new System.Windows.Forms.Padding(4);
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,59,12,T:System.Windows.Forms.ComboBox,,,,,"this.cmbInterface.Location = new System.Drawing.Point(142, 13);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,59,12,P:System.Windows.Forms.Control.Location,,,,,"this.cmbInterface.Location = new System.Drawing.Point(142, 13);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,58,12,T:System.Windows.Forms.ComboBox,,,,,this.cmbInterface.FormattingEnabled = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,58,12,P:System.Windows.Forms.ListControl.FormattingEnabled,,,,,this.cmbInterface.FormattingEnabled = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,F:System.Windows.Forms.ComboBoxStyle.DropDownList,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,T:System.Windows.Forms.ComboBox,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,T:System.Windows.Forms.ComboBoxStyle,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,57,12,P:System.Windows.Forms.ComboBox.DropDownStyle,,,,,this.cmbInterface.DropDownStyle = System.Windows.Forms.ComboBoxStyle.DropDownList;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,53,12,T:System.Windows.Forms.Label,,,,,"this.lblInterface.Text = ""Interfejs"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,53,12,P:System.Windows.Forms.Label.Text,,,,,"this.lblInterface.Text = ""Interfejs"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,52,12,T:System.Windows.Forms.Label,,,,,this.lblInterface.TabIndex = 3;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,52,12,P:System.Windows.Forms.Control.TabIndex,,,,,this.lblInterface.TabIndex = 3;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,51,12,T:System.Windows.Forms.Label,,,,,"this.lblInterface.Size = new System.Drawing.Size(58, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,51,12,P:System.Windows.Forms.Control.Size,,,,,"this.lblInterface.Size = new System.Drawing.Size(58, 17);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,50,12,T:System.Windows.Forms.Label,,,,,"this.lblInterface.Name = ""lblInterface"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,50,12,P:System.Windows.Forms.Control.Name,,,,,"this.lblInterface.Name = ""lblInterface"";"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,49,12,T:System.Windows.Forms.Padding,,,,,"this.lblInterface.Margin = new System.Windows.Forms.Padding(4, 0, 4, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,49,12,"M:System.Windows.Forms.Padding.#ctor(System.Int32,System.Int32,System.Int32,System.Int32)",,,,,"this.lblInterface.Margin = new System.Windows.Forms.Padding(4, 0, 4, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,49,12,T:System.Windows.Forms.Label,,,,,"this.lblInterface.Margin = new System.Windows.Forms.Padding(4, 0, 4, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,49,12,T:System.Windows.Forms.Padding,,,,,"this.lblInterface.Margin = new System.Windows.Forms.Padding(4, 0, 4, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,49,12,P:System.Windows.Forms.Control.Margin,,,,,"this.lblInterface.Margin = new System.Windows.Forms.Padding(4, 0, 4, 0);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,48,12,T:System.Windows.Forms.Label,,,,,"this.lblInterface.Location = new System.Drawing.Point(13, 16);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,48,12,P:System.Windows.Forms.Control.Location,,,,,"this.lblInterface.Location = new System.Drawing.Point(13, 16);"
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,47,12,T:System.Windows.Forms.Label,,,,,this.lblInterface.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,47,12,P:System.Windows.Forms.Label.AutoSize,,,,,this.lblInterface.AutoSize = true;
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,43,12,M:System.Windows.Forms.Control.SuspendLayout,,,,,this.SuspendLayout();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,42,12,T:System.Windows.Forms.Button,,,,,this.button2 = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,42,12,M:System.Windows.Forms.Button.#ctor,,,,,this.button2 = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,42,12,T:System.Windows.Forms.Button,,,,,this.button2 = new System.Windows.Forms.Button();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,41,12,T:System.Windows.Forms.Label,,,,,this.label6 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,41,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label6 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,41,12,T:System.Windows.Forms.Label,,,,,this.label6 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,40,12,T:System.Windows.Forms.TextBox,,,,,this.textBox3 = new System.Windows.Forms.TextBox();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,40,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.textBox3 = new System.Windows.Forms.TextBox();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,40,12,T:System.Windows.Forms.TextBox,,,,,this.textBox3 = new System.Windows.Forms.TextBox();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,39,12,T:System.Windows.Forms.Label,,,,,this.label5 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,39,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label5 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,39,12,T:System.Windows.Forms.Label,,,,,this.label5 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,38,12,T:System.Windows.Forms.Label,,,,,this.label4 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,38,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label4 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,38,12,T:System.Windows.Forms.Label,,,,,this.label4 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,37,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,37,12,M:System.Windows.Forms.Label.#ctor,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,37,12,T:System.Windows.Forms.Label,,,,,this.label3 = new System.Windows.Forms.Label();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,36,12,T:System.Windows.Forms.TextBox,,,,,this.textBox2 = new System.Windows.Forms.TextBox();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,36,12,M:System.Windows.Forms.TextBox.#ctor,,,,,this.textBox2 = new System.Windows.Forms.TextBox();
Api.0001,Plik binarny jest niezgodny dla wybranej wersji platformy .NET,Active,Mandatory,1,InterfaceTrafficWatch\NetSpeed.csproj,File,InterfaceTrafficWatch\Setup.Designer.cs,36,12,T:System.Windows.Forms.TextBox,,,,,this.textBox2 = new System.Windows.Forms.TextBox();
